id,image_path,question,choices,num_choices,answer,hint,lecture,solution,task,grade,subject,topic,category,skill
train_10548,images/train/train_10548.png,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,"[""The magnitude of the magnetic force is smaller in Pair 2."", ""The magnitude of the magnetic force is the same in both pairs."", ""The magnitude of the magnetic force is smaller in Pair 1.""]",3,2,"The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material, but some of them are different sizes and shapes.","Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by using magnets of different sizes. The magnitude of the magnetic force is smaller when the magnets are smaller.","Magnet sizes affect the magnitude of the magnetic force. Imagine magnets that are the same shape and made of the same material. The smaller the magnets, the smaller the magnitude of the magnetic force between them.
Magnet A is the same size in both pairs. But Magnet B is smaller in Pair 1 than in Pair 2. So, the magnitude of the magnetic force is smaller in Pair 1 than in Pair 2.",closed choice,grade6,natural science,physics,"Velocity, acceleration, and forces",Compare magnitudes of magnetic forces
train_02526,images/train/train_02526.png,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,"[""The magnitude of the magnetic force is smaller in Pair 2."", ""The magnitude of the magnetic force is the same in both pairs."", ""The magnitude of the magnetic force is smaller in Pair 1.""]",3,2,"The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material, but some of them are different sizes and shapes.","Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by using magnets of different sizes. The magnitude of the magnetic force is smaller when the magnets are smaller.","Magnet sizes affect the magnitude of the magnetic force. Imagine magnets that are the same shape and made of the same material. The smaller the magnets, the smaller the magnitude of the magnetic force between them.
Magnet A is the same size in both pairs. But Magnet B is smaller in Pair 1 than in Pair 2. So, the magnitude of the magnetic force is smaller in Pair 1 than in Pair 2.",closed choice,grade8,natural science,physics,"Velocity, acceleration, and forces",Compare magnitudes of magnetic forces
train_10390,images/train/train_10390.png,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,"[""The magnitude of the magnetic force is greater in Pair 1."", ""The magnitude of the magnetic force is the same in both pairs."", ""The magnitude of the magnetic force is greater in Pair 2.""]",3,2,"The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material, but some of them are different sizes.","Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by using magnets of different sizes. The magnitude of the magnetic force is greater when the magnets are larger.","The magnets in Pair 1 attract. The magnets in Pair 2 repel. But whether the magnets attract or repel affects only the direction of the magnetic force. It does not affect the magnitude of the magnetic force.
Magnet sizes affect the magnitude of the magnetic force. Imagine magnets that are the same shape and made of the same material. The larger the magnets, the greater the magnitude of the magnetic force between them.
Magnet A is the same size in both pairs. But Magnet B is larger in Pair 2 than in Pair 1. So, the magnitude of the magnetic force is greater in Pair 2 than in Pair 1.",closed choice,grade8,natural science,physics,"Velocity, acceleration, and forces",Compare magnitudes of magnetic forces
train_04615,images/train/train_04615.png,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,"[""The magnitude of the magnetic force is the same in both pairs."", ""The magnitude of the magnetic force is greater in Pair 2."", ""The magnitude of the magnetic force is greater in Pair 1.""]",3,2,The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material.,"Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by changing the distance between them. The magnitude of the magnetic force is greater when there is a smaller distance between the magnets.","Distance affects the magnitude of the magnetic force. When there is a smaller distance between magnets, the magnitude of the magnetic force between them is greater.
There is a smaller distance between the magnets in Pair 1 than in Pair 2. So, the magnitude of the magnetic force is greater in Pair 1 than in Pair 2.",closed choice,grade7,natural science,physics,"Velocity, acceleration, and forces",Compare magnitudes of magnetic forces
train_05296,images/train/train_05296.png,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,"[""The magnitude of the magnetic force is the same in both pairs."", ""The magnitude of the magnetic force is smaller in Pair 2."", ""The magnitude of the magnetic force is smaller in Pair 1.""]",3,1,The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material.,"Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by changing the distance between them. The magnitude of the magnetic force is smaller when there is a greater distance between the magnets.","The magnets in Pair 2 attract. The magnets in Pair 1 repel. But whether the magnets attract or repel affects only the direction of the magnetic force. It does not affect the magnitude of the magnetic force.
Distance affects the magnitude of the magnetic force. When there is a greater distance between magnets, the magnitude of the magnetic force between them is smaller.
There is a greater distance between the magnets in Pair 2 than in Pair 1. So, the magnitude of the magnetic force is smaller in Pair 2 than in Pair 1.",closed choice,grade8,natural science,physics,"Velocity, acceleration, and forces",Compare magnitudes of magnetic forces
train_08174,images/train/train_08174.png,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,"[""The magnitude of the magnetic force is smaller in Pair 1."", ""The magnitude of the magnetic force is the same in both pairs."", ""The magnitude of the magnetic force is smaller in Pair 2.""]",3,0,"The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material, but some of them are different sizes.","Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by using magnets of different sizes. The magnitude of the magnetic force is smaller when the magnets are smaller.","The magnets in Pair 2 attract. The magnets in Pair 1 repel. But whether the magnets attract or repel affects only the direction of the magnetic force. It does not affect the magnitude of the magnetic force.
Magnet sizes affect the magnitude of the magnetic force. Imagine magnets that are the same shape and made of the same material. The smaller the magnets, the smaller the magnitude of the magnetic force between them.
Magnet A is the same size in both pairs. But Magnet B is smaller in Pair 1 than in Pair 2. So, the magnitude of the magnetic force is smaller in Pair 1 than in Pair 2.",closed choice,grade6,natural science,physics,"Velocity, acceleration, and forces",Compare magnitudes of magnetic forces
train_09864,images/train/train_09864.png,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,"[""The magnitude of the magnetic force is the same in both pairs."", ""The magnitude of the magnetic force is smaller in Pair 1."", ""The magnitude of the magnetic force is smaller in Pair 2.""]",3,2,The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material.,"Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by changing the distance between them. The magnitude of the magnetic force is smaller when there is a greater distance between the magnets.","Distance affects the magnitude of the magnetic force. When there is a greater distance between magnets, the magnitude of the magnetic force between them is smaller.
There is a greater distance between the magnets in Pair 2 than in Pair 1. So, the magnitude of the magnetic force is smaller in Pair 2 than in Pair 1.",closed choice,grade5,natural science,physics,Magnets,Compare magnitudes of magnetic forces
train_12202,images/train/train_12202.png,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,"[""The magnitude of the magnetic force is the same in both pairs."", ""The magnitude of the magnetic force is greater in Pair 2."", ""The magnitude of the magnetic force is greater in Pair 1.""]",3,2,"The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material, but some of them are different shapes.","Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by changing the distance between them. The magnitude of the magnetic force is greater when there is a smaller distance between the magnets.","Distance affects the magnitude of the magnetic force. When there is a smaller distance between magnets, the magnitude of the magnetic force between them is greater.
There is a smaller distance between the magnets in Pair 1 than in Pair 2. So, the magnitude of the magnetic force is greater in Pair 1 than in Pair 2.",closed choice,grade8,natural science,physics,"Velocity, acceleration, and forces",Compare magnitudes of magnetic forces
train_06248,images/train/train_06248.png,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,"[""The magnitude of the magnetic force is the same in both pairs."", ""The magnitude of the magnetic force is smaller in Pair 2."", ""The magnitude of the magnetic force is smaller in Pair 1.""]",3,1,"The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material, but some of them are different shapes.","Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by changing the distance between them. The magnitude of the magnetic force is smaller when there is a greater distance between the magnets.","Distance affects the magnitude of the magnetic force. When there is a greater distance between magnets, the magnitude of the magnetic force between them is smaller.
There is a greater distance between the magnets in Pair 2 than in Pair 1. So, the magnitude of the magnetic force is smaller in Pair 2 than in Pair 1.",closed choice,grade5,natural science,physics,Magnets,Compare magnitudes of magnetic forces
train_10606,images/train/train_10606.png,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,"[""The magnitude of the magnetic force is smaller in Pair 2."", ""The magnitude of the magnetic force is smaller in Pair 1."", ""The magnitude of the magnetic force is the same in both pairs.""]",3,0,The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material.,"Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by changing the distance between them. The magnitude of the magnetic force is smaller when there is a greater distance between the magnets.","Distance affects the magnitude of the magnetic force. When there is a greater distance between magnets, the magnitude of the magnetic force between them is smaller.
There is a greater distance between the magnets in Pair 2 than in Pair 1. So, the magnitude of the magnetic force is smaller in Pair 2 than in Pair 1.",closed choice,grade5,natural science,physics,Magnets,Compare magnitudes of magnetic forces
train_04413,images/train/train_04413.png,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,"[""The magnitude of the magnetic force is greater in Pair 2."", ""The magnitude of the magnetic force is greater in Pair 1."", ""The magnitude of the magnetic force is the same in both pairs.""]",3,0,"The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material, but some of them are different shapes.","Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by changing the distance between them. The magnitude of the magnetic force is greater when there is a smaller distance between the magnets.","Distance affects the magnitude of the magnetic force. When there is a smaller distance between magnets, the magnitude of the magnetic force between them is greater.
There is a smaller distance between the magnets in Pair 2 than in Pair 1. So, the magnitude of the magnetic force is greater in Pair 2 than in Pair 1.",closed choice,grade8,natural science,physics,"Velocity, acceleration, and forces",Compare magnitudes of magnetic forces
train_00166,images/train/train_00166.png,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,"[""The magnitude of the magnetic force is the same in both pairs."", ""The magnitude of the magnetic force is smaller in Pair 1."", ""The magnitude of the magnetic force is smaller in Pair 2.""]",3,1,The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material.,"Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by changing the distance between them. The magnitude of the magnetic force is smaller when there is a greater distance between the magnets.","Distance affects the magnitude of the magnetic force. When there is a greater distance between magnets, the magnitude of the magnetic force between them is smaller.
There is a greater distance between the magnets in Pair 1 than in Pair 2. So, the magnitude of the magnetic force is smaller in Pair 1 than in Pair 2.",closed choice,grade7,natural science,physics,"Velocity, acceleration, and forces",Compare magnitudes of magnetic forces
train_01800,images/train/train_01800.png,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,"[""The magnitude of the magnetic force is the same in both pairs."", ""The magnitude of the magnetic force is greater in Pair 2."", ""The magnitude of the magnetic force is greater in Pair 1.""]",3,1,"The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material, but some of them are different shapes.","Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by changing the distance between them. The magnitude of the magnetic force is greater when there is a smaller distance between the magnets.","Distance affects the magnitude of the magnetic force. When there is a smaller distance between magnets, the magnitude of the magnetic force between them is greater.
There is a smaller distance between the magnets in Pair 2 than in Pair 1. So, the magnitude of the magnetic force is greater in Pair 2 than in Pair 1.",closed choice,grade7,natural science,physics,"Velocity, acceleration, and forces",Compare magnitudes of magnetic forces
train_07169,images/train/train_07169.png,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,"[""The magnitude of the magnetic force is smaller in Pair 1."", ""The magnitude of the magnetic force is smaller in Pair 2."", ""The magnitude of the magnetic force is the same in both pairs.""]",3,1,"The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material, but some of them are different shapes.","Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by changing the distance between them. The magnitude of the magnetic force is smaller when there is a greater distance between the magnets.","The magnets in Pair 1 attract. The magnets in Pair 2 repel. But whether the magnets attract or repel affects only the direction of the magnetic force. It does not affect the magnitude of the magnetic force.
Distance affects the magnitude of the magnetic force. When there is a greater distance between magnets, the magnitude of the magnetic force between them is smaller.
There is a greater distance between the magnets in Pair 2 than in Pair 1. So, the magnitude of the magnetic force is smaller in Pair 2 than in Pair 1.",closed choice,grade8,natural science,physics,"Velocity, acceleration, and forces",Compare magnitudes of magnetic forces
train_04283,images/train/train_04283.png,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,"[""The magnitude of the magnetic force is greater in Pair 1."", ""The magnitude of the magnetic force is greater in Pair 2."", ""The magnitude of the magnetic force is the same in both pairs.""]",3,1,The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material.,"Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by changing the distance between them. The magnitude of the magnetic force is greater when there is a smaller distance between the magnets.","The magnets in Pair 1 attract. The magnets in Pair 2 repel. But whether the magnets attract or repel affects only the direction of the magnetic force. It does not affect the magnitude of the magnetic force.
Distance affects the magnitude of the magnetic force. When there is a smaller distance between magnets, the magnitude of the magnetic force between them is greater.
There is a smaller distance between the magnets in Pair 2 than in Pair 1. So, the magnitude of the magnetic force is greater in Pair 2 than in Pair 1.",closed choice,grade7,natural science,physics,"Velocity, acceleration, and forces",Compare magnitudes of magnetic forces
train_01791,images/train/train_01791.png,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,"[""The magnitude of the magnetic force is smaller in Pair 2."", ""The magnitude of the magnetic force is the same in both pairs."", ""The magnitude of the magnetic force is smaller in Pair 1.""]",3,2,The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material.,"Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by changing the distance between them. The magnitude of the magnetic force is smaller when there is a greater distance between the magnets.","The magnets in Pair 1 attract. The magnets in Pair 2 repel. But whether the magnets attract or repel affects only the direction of the magnetic force. It does not affect the magnitude of the magnetic force.
Distance affects the magnitude of the magnetic force. When there is a greater distance between magnets, the magnitude of the magnetic force between them is smaller.
There is a greater distance between the magnets in Pair 1 than in Pair 2. So, the magnitude of the magnetic force is smaller in Pair 1 than in Pair 2.",closed choice,grade7,natural science,physics,"Velocity, acceleration, and forces",Compare magnitudes of magnetic forces
train_02275,images/train/train_02275.png,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,"[""The magnitude of the magnetic force is the same in both pairs."", ""The magnitude of the magnetic force is greater in Pair 2."", ""The magnitude of the magnetic force is greater in Pair 1.""]",3,1,"The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material, but some of them are different shapes.","Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by changing the distance between them. The magnitude of the magnetic force is greater when there is a smaller distance between the magnets.","The magnets in Pair 2 attract. The magnets in Pair 1 repel. But whether the magnets attract or repel affects only the direction of the magnetic force. It does not affect the magnitude of the magnetic force.
Distance affects the magnitude of the magnetic force. When there is a smaller distance between magnets, the magnitude of the magnetic force between them is greater.
There is a smaller distance between the magnets in Pair 2 than in Pair 1. So, the magnitude of the magnetic force is greater in Pair 2 than in Pair 1.",closed choice,grade6,natural science,physics,"Velocity, acceleration, and forces",Compare magnitudes of magnetic forces
train_01484,images/train/train_01484.png,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,"[""The magnitude of the magnetic force is greater in Pair 1."", ""The magnitude of the magnetic force is greater in Pair 2."", ""The magnitude of the magnetic force is the same in both pairs.""]",3,0,The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material.,"Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by changing the distance between them. The magnitude of the magnetic force is greater when there is a smaller distance between the magnets.","The magnets in Pair 2 attract. The magnets in Pair 1 repel. But whether the magnets attract or repel affects only the direction of the magnetic force. It does not affect the magnitude of the magnetic force.
Distance affects the magnitude of the magnetic force. When there is a smaller distance between magnets, the magnitude of the magnetic force between them is greater.
There is a smaller distance between the magnets in Pair 1 than in Pair 2. So, the magnitude of the magnetic force is greater in Pair 1 than in Pair 2.",closed choice,grade7,natural science,physics,"Velocity, acceleration, and forces",Compare magnitudes of magnetic forces
train_08214,images/train/train_08214.png,Which better describes the tide pool ecosystems in Tongue Point Marine Life Sanctuary?,"[""It has water that is poor in nutrients. It also has only a few types of organisms."", ""It has water that is rich in nutrients. It also has many different types of organisms.""]",2,1,"Figure: Tongue Point Marine Life Sanctuary.
Tongue Point Marine Life Sanctuary is in western Washington State. The park is on the coast of the Pacific Ocean. It has many tide pool ecosystems.","An ecosystem is formed when living and nonliving things interact in an environment. There are many types of ecosystems. Here are some ways in which ecosystems can differ from each other:
the pattern of weather, or climate
the type of soil or water
the organisms that live there","A tide pool is a type of ecosystem. Tide pool ecosystems have the following features: daily flooding and draining of seawater, water that is rich in nutrients, and many different types of organisms. So, the tide pool ecosystems in Tongue Point Marine Life Sanctuary have water that is rich in nutrients. They also have many different types of organisms.",closed choice,grade3,natural science,biology,Ecosystems,Describe ecosystems
train_12524,images/train/train_12524.png,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,"[""The magnitude of the magnetic force is the same in both pairs."", ""The magnitude of the magnetic force is smaller in Pair 1."", ""The magnitude of the magnetic force is smaller in Pair 2.""]",3,1,"The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material, but some of them are different shapes.","Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by changing the distance between them. The magnitude of the magnetic force is smaller when there is a greater distance between the magnets.","Distance affects the magnitude of the magnetic force. When there is a greater distance between magnets, the magnitude of the magnetic force between them is smaller.
There is a greater distance between the magnets in Pair 1 than in Pair 2. So, the magnitude of the magnetic force is smaller in Pair 1 than in Pair 2.",closed choice,grade7,natural science,physics,"Velocity, acceleration, and forces",Compare magnitudes of magnetic forces
train_08783,images/train/train_08783.png,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,"[""The magnitude of the magnetic force is greater in Pair 2."", ""The magnitude of the magnetic force is the same in both pairs."", ""The magnitude of the magnetic force is greater in Pair 1.""]",3,2,"The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material, but some of them are different sizes.","Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by using magnets of different sizes. The magnitude of the magnetic force is greater when the magnets are larger.","The magnets in Pair 2 attract. The magnets in Pair 1 repel. But whether the magnets attract or repel affects only the direction of the magnetic force. It does not affect the magnitude of the magnetic force.
Magnet sizes affect the magnitude of the magnetic force. Imagine magnets that are the same shape and made of the same material. The larger the magnets, the greater the magnitude of the magnetic force between them.
Magnet A is the same size in both pairs. But Magnet B is larger in Pair 1 than in Pair 2. So, the magnitude of the magnetic force is greater in Pair 1 than in Pair 2.",closed choice,grade8,natural science,physics,"Velocity, acceleration, and forces",Compare magnitudes of magnetic forces
train_02825,images/train/train_02825.png,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,"[""The magnitude of the magnetic force is smaller in Pair 1."", ""The magnitude of the magnetic force is the same in both pairs."", ""The magnitude of the magnetic force is smaller in Pair 2.""]",3,2,"The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material, but some of them are different sizes and shapes.","Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by using magnets of different sizes. The magnitude of the magnetic force is smaller when the magnets are smaller.","Magnet sizes affect the magnitude of the magnetic force. Imagine magnets that are the same shape and made of the same material. The smaller the magnets, the smaller the magnitude of the magnetic force between them.
Magnet A is the same size in both pairs. But Magnet B is smaller in Pair 2 than in Pair 1. So, the magnitude of the magnetic force is smaller in Pair 2 than in Pair 1.",closed choice,grade7,natural science,physics,"Velocity, acceleration, and forces",Compare magnitudes of magnetic forces
train_06853,images/train/train_06853.png,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,"[""The magnitude of the magnetic force is the same in both pairs."", ""The magnitude of the magnetic force is greater in Pair 2."", ""The magnitude of the magnetic force is greater in Pair 1.""]",3,2,"The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material, but some of them are different sizes and shapes.","Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by using magnets of different sizes. The magnitude of the magnetic force is greater when the magnets are larger.","The magnets in Pair 1 attract. The magnets in Pair 2 repel. But whether the magnets attract or repel affects only the direction of the magnetic force. It does not affect the magnitude of the magnetic force.
Magnet sizes affect the magnitude of the magnetic force. Imagine magnets that are the same shape and made of the same material. The larger the magnets, the greater the magnitude of the magnetic force between them.
Magnet A is the same size in both pairs. But Magnet B is larger in Pair 1 than in Pair 2. So, the magnitude of the magnetic force is greater in Pair 1 than in Pair 2.",closed choice,grade7,natural science,physics,"Velocity, acceleration, and forces",Compare magnitudes of magnetic forces
train_01884,images/train/train_01884.png,Which of the following was a dependent variable in this experiment?,"[""the number of unwanted grasses"", ""the number of times the plots were burned each year""]",2,0,"The passage below describes an experiment. Read the passage and think about the variables that are described.

Dr. Gilbert was the land manager for a prairie that had become overrun by unwanted grasses. These grasses crowded out other plants. Dr. Gilbert thought that she could use fire to remove the unwanted grasses and allow other plants to grow. But she didn't know how often the prairie should be burned.
Dr. Gilbert marked off six plots within a large area of the prairie. She used carefully controlled fires to burn all of the plants in each plot. She burned three of the plots once a year for three years. She burned the other three plots twice a year for three years. A year after the last fire, Dr. Gilbert counted the number of unwanted grasses in each of the six plots.
Hint: An independent variable is a variable whose effect you are investigating. A dependent variable is a variable that you measure.
Figure: a fire burning through a prairie.","Experiments have variables, or parts that change. You can design an experiment to find out how one variable affects another variable. For example, imagine that you want to find out if fertilizer affects the number of tomatoes a tomato plant grows. To answer this question, you decide to set up two equal groups of tomato plants. Then, you add fertilizer to the soil of the plants in one group but not in the other group. Later, you measure the effect of the fertilizer by counting the number of tomatoes on each plant.
In this experiment, the amount of fertilizer added to the soil and the number of tomatoes were both variables.
The amount of fertilizer added to the soil was an independent variable because it was the variable whose effect you were investigating. This type of variable is called independent because its value does not depend on what happens after the experiment begins. Instead, you decided to give fertilizer to some plants and not to others.
The number of tomatoes was a dependent variable because it was the variable you were measuring. This type of variable is called dependent because its value can depend on what happens in the experiment.",,closed choice,grade6,natural science,science-and-engineering-practices,Designing experiments,Identify independent and dependent variables
